image_name,pore_id,area_px,bbox_r0,bbox_c0,bbox_r1,bbox_c1,p,A,w,b,c,a,m,Lb,Wb,dH,pHull,Ahull,ece,L_maj,L_min,d_BC,feret_major,feret_minor,w_f,DL_Circ,DL_Rec,DL_Com,DL_Elo,CI_Circ,CI_AR,CI_Con,CI_Sol,LL_Circ,LL_AR,LL_Elo,LL_Con,LL_Sol,LI_AR,LI_Con,LI_Sol,SC_Circ,SC_Rec,SC_ARF,SC_AR,FF,Reg
S1_Grao_1,11,13623,0,1088,163,1245,585.121933,13623.000000,113.389226,200.234316,413.753147,179.000000,67.880597,210.000000,119.000000,131.701717,467.215295,16638.000000,529.357293,202.442279,99.251991,211.446212,212.434587,113.389226,200.234316,1.414181,0.932841,0.600015,2.636983,0.500023,2.039680,0.904696,0.818788,0.707123,0.566667,0.433333,0.798492,0.818788,0.490273,0.798492,0.818788,0.387957,0.600015,0.566283,1.765902,0.500023,0.116395
S1_Grao_1,12,839,0,1259,27,1302,103.639610,839.000000,24.908028,45.235268,102.680012,44.000000,18.500000,41.000000,35.000000,32.684063,98.911688,912.000000,120.130091,45.294082,24.204107,46.099895,47.097651,24.908028,45.235268,1.009346,0.738771,0.744638,2.378378,0.981568,1.871339,1.159114,0.919956,0.990741,0.853659,0.146341,0.954381,0.919956,0.534377,0.954381,0.919956,0.502658,0.744638,0.550633,1.816092,0.981568,0.367399
S1_Grao_1,13,545,0,1312,19,1361,74.396970,545.000000,19.000000,49.000000,82.756704,50.000000,10.920000,49.000000,21.000000,26.342277,69.083261,623.000000,133.886967,44.174941,19.410238,49.040799,50.040602,19.000000,49.000000,0.898984,0.547037,0.585392,4.578755,1.237359,2.275858,1.799629,0.874799,1.112367,0.428571,0.571429,0.928576,0.874799,0.439395,0.928576,0.874799,0.288530,0.585392,0.387755,2.578947,1.237359,0.208994
S1_Grao_1,14,12758,0,1367,158,1521,647.175757,12758.000000,141.993217,169.558357,400.401993,164.000000,83.723529,159.000000,157.000000,127.451913,425.445743,17998.000000,561.053894,165.872678,134.673626,182.644562,174.666164,141.993217,169.558357,1.616315,1.038633,0.529902,1.958828,0.382779,1.231664,0.866927,0.708857,0.618691,0.987421,0.012579,0.657388,0.708857,0.811910,0.657388,0.708857,0.486944,0.529902,0.837430,1.194130,0.382779,0.098770
S1_Grao_1,15,286,0,1538,16,1558,35.162951,286.000000,16.000000,20.000000,59.949829,21.000000,13.714286,22.000000,19.000000,19.082623,31.849242,299.000000,71.661568,22.624997,16.968954,25.031230,25.999936,16.000000,20.000000,0.586540,0.488374,0.893750,1.531250,2.906734,1.333317,2.037985,0.956522,1.704915,0.863636,0.136364,0.905761,0.956522,0.750009,0.905761,0.956522,0.581181,0.893750,0.800000,1.250000,2.906734,1.509847
S1_Grao_1,16,205,11,1071,27,1088,61.012193,205.000000,14.512594,18.434917,50.755354,18.000000,10.894737,17.000000,17.000000,16.155931,57.698485,230.000000,57.110802,19.407571,13.954360,19.235384,20.235362,14.512594,18.434917,1.202084,0.925900,0.766245,1.652174,0.692039,1.390789,0.936056,0.891304,0.831889,1.000000,0.000000,0.945688,0.891304,0.719016,0.945688,0.891304,0.705444,0.766245,0.787234,1.270270,0.692039,0.374076
S1_Grao_1,17,461,30,187,58,222,110.024387,461.000000,16.003077,39.929245,76.112396,41.000000,11.219512,39.000000,21.000000,24.227328,101.882251,537.000000,104.200268,41.816518,15.720878,40.224371,41.224352,16.003077,39.929245,1.445551,0.983549,0.721450,3.654348,0.478556,2.659935,0.947065,0.858473,0.691778,0.538462,0.461538,0.925997,0.858473,0.375949,0.925997,0.858473,0.362771,0.721450,0.400786,2.495098,0.478556,0.125248
S1_Grao_1,19,159,32,710,49,724,53.840620,159.000000,12.020815,15.556349,44.699585,16.000000,10.125000,15.000000,14.000000,14.228320,51.355339,175.000000,50.160183,16.430953,13.068177,17.265333,18.262676,12.020815,15.556349,1.204499,0.976181,0.850267,1.580247,0.689266,1.257326,0.931642,0.908571,0.830220,0.933333,0.066667,0.953840,0.908571,0.795339,0.953840,0.908571,0.679137,0.850267,0.772727,1.294118,0.689266,0.398015
S1_Grao_1,20,532,39,242,90,258,135.923882,532.000000,15.132085,50.911688,81.763740,51.000000,10.288462,51.000000,18.000000,26.026207,121.012193,653.000000,115.110511,53.437246,13.391899,51.088159,52.087724,15.132085,50.911688,1.662398,1.029044,0.690550,4.957009,0.361851,3.990266,0.846875,0.814701,0.601541,0.352941,0.647059,0.890294,0.814701,0.250610,0.890294,0.814701,0.259526,0.690550,0.297222,3.364486,0.361851,0.064849
S1_Grao_1,21,289,39,1541,65,1558,55.426407,289.000000,16.428058,26.721588,60.263431,27.000000,10.703704,23.000000,22.000000,19.182446,52.941125,326.000000,79.819605,27.675462,14.911652,27.202941,28.202766,16.428058,26.721588,0.919735,0.642258,0.658339,2.522491,1.182155,1.855962,1.440101,0.886503,1.087269,0.956522,0.043478,0.955161,0.886503,0.538804,0.955161,0.886503,0.497252,0.658339,0.614786,1.626582,1.182155,0.386990
S1_Grao_1,23,71,41,828,54,836,38.526912,71.000000,9.192388,9.899495,29.869923,11.000000,6.545455,12.000000,9.000000,9.507892,36.041631,85.000000,35.210925,13.727383,7.345859,13.038405,14.038384,9.192388,9.899495,1.289823,1.008987,0.780220,1.680556,0.601090,1.868724,0.913931,0.835294,0.775300,0.750000,0.250000,0.935492,0.835294,0.535124,0.935492,0.835294,0.531765,0.780220,0.928571,1.076923,0.601090,0.249388
S1_Grao_1,24,161,48,1279,64,1292,54.183766,161.000000,13.000000,16.000000,44.979836,16.000000,9.647059,16.000000,13.000000,14.317527,50.870058,180.000000,51.419608,15.480058,14.112608,16.851126,17.124477,13.000000,16.000000,1.204623,0.934203,0.774038,1.658537,0.689124,1.096896,0.948985,0.894444,0.830135,0.812500,0.187500,0.938843,0.894444,0.911664,0.938843,0.894444,0.721902,0.774038,0.812500,1.230769,0.689124,0.385069
S1_Grao_1,25,316,52,758,72,780,71.497475,316.000000,16.970563,21.920310,63.015658,23.000000,13.739130,21.000000,17.000000,20.058507,69.840620,335.000000,69.481957,23.250753,17.811768,22.776903,23.472033,16.970563,21.920310,1.134599,0.919206,0.849462,1.674051,0.776811,1.305359,0.971810,0.943284,0.881369,0.809524,0.190476,0.976826,0.943284,0.766073,0.976826,0.943284,0.775546,0.849462,0.774194,1.291667,0.776811,0.511761
S1_Grao_1,26,372,55,835,87,852,97.781746,372.000000,16.214835,31.690953,68.371704,31.000000,11.687500,32.000000,17.000000,21.763389,86.183766,447.000000,86.907889,32.824988,15.905559,32.249031,33.248937,16.214835,31.690953,1.430149,1.020563,0.723928,2.652406,0.488919,2.063743,0.888795,0.832215,0.699228,0.531250,0.468750,0.881389,0.832215,0.484556,0.881389,0.832215,0.455428,0.723928,0.511655,1.954442,0.488919,0.161195
S1_Grao_1,27,4529,63,776,175,858,405.085353,4529.000000,82.818686,85.448169,238.564651,86.000000,60.686047,110.000000,81.000000,75.937487,304.717821,5696.000000,321.996079,94.908470,74.991809,112.288573,113.285277,82.818686,85.448169,1.698011,1.203699,0.639987,1.417130,0.346832,1.265584,0.794885,0.795119,0.588924,0.736364,0.263636,0.752231,0.795119,0.790149,0.752231,0.795119,0.457342,0.639987,0.969227,1.031750,0.346832,0.101515
S1_Grao_1,28,158,73,87,88,101,56.426407,158.000000,14.015925,14.760133,44.558799,14.000000,10.312500,16.000000,14.000000,14.183506,51.455844,187.000000,51.161913,15.659668,13.990621,16.250000,16.652467,14.015925,14.760133,1.266336,0.980440,0.763739,1.357576,0.623594,1.119298,0.906702,0.844920,0.789680,0.875000,0.125000,0.911911,0.844920,0.893417,0.911911,0.844920,0.761834,0.763739,0.949580,1.053097,0.623594,0.362834
S1_Grao_1,29,33047,76,1287,322,1558,1045.378859,32490.000000,178.638915,299.526580,638.968999,278.000000,112.574751,298.000000,253.000000,203.390149,791.121933,40394.000000,898.838866,315.565231,153.552559,317.911717,318.904572,178.638915,299.526580,1.636040,1.093114,0.607209,2.469470,0.373605,2.055096,0.859821,0.804327,0.611232,0.848993,0.151007,0.756780,0.804327,0.486595,0.756780,0.804327,0.409305,0.607209,0.596404,1.676715,0.373605,0.092853
S1_Grao_1,31,227,89,278,115,301,91.195959,227.000000,12.626716,30.984019,53.409420,28.000000,7.187500,29.000000,16.000000,17.000746,80.325902,338.000000,74.425247,34.323080,12.007588,31.064449,32.064376,12.626716,30.984019,1.707488,1.045568,0.580227,3.895652,0.342992,2.858449,0.816102,0.671598,0.585656,0.551724,0.448276,0.880805,0.671598,0.349840,0.880805,0.671598,0.299508,0.580227,0.407524,2.453846,0.342992,0.059606
S1_Grao_1,33,1517,99,1527,175,1558,113.438600,1517.000000,31.000000,76.000000,138.069491,77.000000,19.753247,76.000000,32.000000,43.948884,108.953319,1626.000000,209.662123,72.132627,30.412006,76.164296,77.163650,31.000000,76.000000,0.821605,0.530087,0.643888,3.898093,1.481405,2.371847,1.848243,0.932964,1.217130,0.421053,0.578947,0.960461,0.932964,0.421612,0.960461,0.932964,0.332961,0.643888,0.407895,2.451613,1.481405,0.317597
S1_Grao_1,34,145,106,12,120,28,53.840620,145.000000,9.600000,18.200000,42.686341,19.000000,7.684211,18.000000,11.000000,13.587484,50.526912,163.000000,47.402112,18.982686,9.954593,18.357560,19.357559,9.600000,18.200000,1.261308,0.968356,0.829899,2.472603,0.628576,1.906927,0.880415,0.889571,0.792828,0.611111,0.388889,0.938453,0.889571,0.524404,0.938453,0.889571,0.547833,0.829899,0.527473,1.895833,0.628576,0.285780
S1_Grao_1,35,55769,136,356,560,672,2620.460387,55769.000000,285.103887,447.626423,837.146297,347.000000,147.432071,438.000000,340.000000,266.471943,1263.158513,89277.000000,1338.951131,446.138394,264.897052,454.225787,450.021138,285.103887,447.626423,3.130230,1.788148,0.436993,2.353626,0.102058,1.684195,0.510960,0.624674,0.319465,0.776256,0.223744,0.482037,0.624674,0.593755,0.482037,0.624674,0.344159,0.436993,0.636924,1.570047,0.102058,0.015349
S1_Grao_1,36,156,143,81,159,101,61.497475,156.000000,10.421290,21.529697,44.275883,21.000000,7.090909,19.000000,16.000000,14.093451,59.012193,194.000000,59.165683,23.298385,9.958287,21.540659,22.540562,10.421290,21.529697,1.388961,0.962372,0.695289,2.961538,0.518346,2.339598,0.962083,0.804124,0.719963,0.842105,0.157895,0.959587,0.804124,0.427424,0.959587,0.804124,0.428072,0.695289,0.484043,2.065934,0.518346,0.154277
S1_Grao_1,37,159,143,886,169,896,73.154329,159.000000,8.763094,26.055598,44.699585,26.000000,6.115385,26.000000,11.000000,14.228320,64.870058,215.000000,65.269372,28.208388,8.409271,26.096090,27.076668,8.763094,26.055598,1.636577,1.050504,0.696368,4.251572,0.373359,3.354439,0.892215,0.739535,0.611031,0.423077,0.576923,0.886756,0.739535,0.298112,0.886756,0.739535,0.297274,0.696368,0.336323,2.973333,0.373359,0.077290
S1_Grao_1,38,3460,178,867,250,933,266.818326,3460.000000,66.939833,68.395046,208.517727,65.000000,51.434783,74.000000,69.000000,66.373254,235.480231,3752.000000,238.620094,70.002864,65.071369,77.446198,76.590844,66.939833,68.395046,1.279595,0.985771,0.755730,1.263736,0.610738,1.075786,0.894317,0.922175,0.781497,0.932432,0.067568,0.882549,0.922175,0.929553,0.882549,0.922175,0.734490,0.755730,0.978723,1.021739,0.610738,0.339006
S1_Grao_1,39,7291,179,1056,301,1223,716.673232,7291.000000,96.359211,169.917053,302.690284,114.000000,47.596491,158.000000,137.000000,96.349310,467.771645,12597.000000,476.212281,186.833559,91.180422,175.474850,176.453574,96.359211,169.917053,2.367678,1.345732,0.445304,2.395135,0.178383,2.049053,0.664476,0.578789,0.422355,0.867089,0.132911,0.652699,0.578789,0.488030,0.652699,0.578789,0.301486,0.445304,0.567096,1.763371,0.178383,0.023949
S1_Grao_1,40,897,182,98,203,151,138.710678,897.000000,21.000000,53.000000,106.169838,54.000000,16.629630,53.000000,22.000000,33.794909,132.083261,970.000000,128.826040,55.522840,21.042990,53.235327,54.235227,21.000000,53.000000,1.306498,0.937234,0.805930,3.247216,0.585845,2.638543,0.928739,0.924742,0.765405,0.415094,0.584906,0.952221,0.924742,0.378997,0.952221,0.924742,0.402998,0.805930,0.396226,2.523810,0.585845,0.190275
S1_Grao_1,41,10463,198,689,359,807,471.026479,10463.000000,81.827429,160.608976,362.604379,159.000000,64.777778,141.000000,140.000000,115.420559,450.700577,11593.000000,451.018294,170.644594,83.025439,166.643332,167.643302,81.827429,160.608976,1.299009,0.971443,0.796136,2.454545,0.592619,2.055329,0.957522,0.902527,0.769817,0.992908,0.007092,0.956848,0.902527,0.486540,0.956848,0.902527,0.479723,0.796136,0.509482,1.962777,0.592619,0.226336
S1_Grao_1,42,163,203,256,217,275,56.911688,163.000000,10.755098,17.797126,45.258352,17.000000,8.631579,16.000000,15.000000,14.406181,53.597980,181.000000,51.967478,19.390150,11.130428,19.646883,20.646871,10.755098,17.797126,1.257485,0.996624,0.851576,1.969512,0.632404,1.742085,0.913125,0.900552,0.795238,0.937500,0.062500,0.941775,0.900552,0.574025,0.941775,0.900552,0.537663,0.851576,0.604317,1.654762,0.632404,0.289553
S1_Grao_1,43,136,213,224,230,235,50.183766,136.000000,10.294883,16.248550,41.340373,16.000000,8.000000,17.000000,13.000000,13.159049,47.698485,149.000000,47.743348,17.633010,10.320930,17.262677,18.262529,10.294883,16.248550,1.213917,0.945314,0.813023,2.000000,0.678613,1.708471,0.951370,0.912752,0.823780,0.764706,0.235294,0.950476,0.912752,0.585319,0.950476,0.912752,0.581076,0.813023,0.633588,1.578313,0.678613,0.320596
S1_Grao_1,44,68345,238,0,629,376,1302.306312,68345.000000,376.000000,391.000000,926.740848,244.000000,235.464286,450.000000,349.000000,294.990774,834.816847,109634.000000,1355.902559,448.160011,329.554900,450.699456,451.696079,376.000000,391.000000,1.405254,0.848961,0.464881,1.036251,0.506396,1.359895,1.041155,0.623392,0.711615,0.775556,0.224444,0.641030,0.623392,0.735351,0.641030,0.623392,0.428393,0.464881,0.961637,1.039894,0.506396,0.100850
S1_Grao_1,45,55659,241,1181,629,1558,2416.260856,55659.000000,253.937144,511.725404,836.320287,293.000000,138.763672,516.000000,260.000000,266.209015,965.475793,93225.000000,1301.534181,499.762232,239.621441,516.008721,517.007971,253.937144,511.725404,2.889157,1.577889,0.428324,2.111504,0.119800,2.085632,0.538656,0.597039,0.346122,0.503876,0.496124,0.399574,0.597039,0.479471,0.399574,0.597039,0.266153,0.428324,0.496237,2.015166,0.119800,0.013657
S1_Grao_1,46,980,242,246,286,288,143.965512,980.000000,25.455844,50.911688,110.973164,52.000000,19.076923,51.000000,26.000000,35.323855,137.338095,1057.000000,146.105860,52.654987,25.625030,51.303984,52.224795,25.455844,50.911688,1.297300,0.942583,0.756173,2.725806,0.594181,2.054826,1.014867,0.927152,0.770832,0.509804,0.490196,0.953965,0.927152,0.486659,0.953965,0.927152,0.474061,0.756173,0.500000,2.000000,0.594181,0.212997
S1_Grao_1,48,744,261,1342,290,1379,114.852814,744.000000,31.112698,31.112698,96.692191,31.000000,23.218750,36.000000,30.000000,30.778080,109.053824,801.000000,108.092898,36.452781,26.387198,37.656341,38.656080,31.112698,31.112698,1.187819,0.922877,0.768595,1.335128,0.708761,1.381457,0.941143,0.928839,0.841879,0.833333,0.166667,0.949509,0.928839,0.723873,0.949509,0.928839,0.668047,0.768595,1.000000,1.000000,0.708761,0.363918
S1_Grao_1,49,14550,263,836,441,1042,732.714862,14550.000000,96.669367,243.803420,427.598752,230.000000,60.114754,229.000000,145.000000,136.108910,615.009235,18773.000000,660.088142,241.090649,91.323432,243.813453,244.813439,96.669367,243.803420,1.713557,1.076026,0.617354,3.826016,0.340567,2.639965,0.900880,0.775049,0.583581,0.633188,0.366812,0.839357,0.775049,0.378793,0.839357,0.775049,0.311643,0.617354,0.396505,2.522034,0.340567,0.065523
S1_Grao_1,50,637,290,1051,316,1088,105.438600,637.000000,27.377783,28.386792,89.469425,29.000000,22.103448,36.000000,27.000000,28.479003,101.296465,678.000000,103.354123,33.232491,25.299624,37.013511,38.013224,27.377783,28.386792,1.178488,0.945391,0.819643,1.312012,0.720029,1.313557,0.980230,0.939528,0.848545,0.750000,0.250000,0.960715,0.939528,0.761292,0.960715,0.939528,0.592010,0.819643,0.964455,1.036855,0.720029,0.349385
S1_Grao_1,51,6520,308,1378,442,1482,707.401154,6520.000000,87.433361,148.676891,286.238950,82.000000,51.546667,147.000000,88.000000,91.112688,398.575685,9750.000000,399.078091,139.913257,91.054830,155.206314,156.206129,87.433361,148.676891,2.471366,1.498031,0.501565,1.590792,0.163729,1.536582,0.564147,0.668718,0.404635,0.598639,0.401361,0.563437,0.668718,0.650795,0.563437,0.668718,0.344619,0.501565,0.588076,1.700460,0.163729,0.028300
S1_Grao_1,52,3468,316,799,394,871,254.333044,3468.000000,59.091985,74.945932,208.758648,74.000000,45.776316,77.000000,60.000000,66.449942,240.735065,3768.000000,242.952221,78.503243,58.718587,81.364879,82.320337,59.091985,74.945932,1.218311,0.948735,0.783073,1.616556,0.673726,1.336940,0.955252,0.920382,0.820808,0.779221,0.220779,0.946535,0.920382,0.747977,0.946535,0.920382,0.666984,0.783073,0.788462,1.268293,0.673726,0.351885
S1_Grao_1,54,364,348,1541,377,1558,65.911688,364.000000,15.896535,30.017162,67.632528,31.000000,11.741935,27.000000,22.000000,21.528102,60.112698,397.000000,81.613434,31.241666,15.594958,30.083218,31.083030,15.896535,30.017162,0.974556,0.717778,0.762833,2.640110,1.052898,2.003318,1.238224,0.916877,1.026108,0.814815,0.185185,0.912019,0.916877,0.499172,0.912019,0.916877,0.512110,0.762833,0.529582,1.888283,1.052898,0.411319
S1_Grao_1,55,971,362,1122,403,1152,140.651804,971.000000,30.000000,41.000000,110.462418,41.000000,23.476190,40.000000,35.000000,35.161280,124.911688,1079.000000,122.943316,43.217705,29.310284,42.577203,43.449968,30.000000,41.000000,1.273300,0.990506,0.789431,1.746450,0.616792,1.474489,0.874097,0.899907,0.785361,0.875000,0.125000,0.888092,0.899907,0.678201,0.888092,0.899907,0.681985,0.789431,0.731707,1.366667,0.616792,0.332069
S1_Grao_1,56,27357,371,1002,615,1233,1010.604256,27357.000000,184.867831,259.977420,586.326019,260.000000,108.850000,260.000000,188.000000,186.633368,770.063059,34439.000000,806.446622,261.505681,165.363376,266.388761,261.290251,184.867831,259.977420,1.723622,1.135905,0.569209,2.388608,0.336602,1.581400,0.797985,0.794361,0.580174,0.723077,0.276923,0.761983,0.794361,0.632351,0.761983,0.794361,0.490848,0.569209,0.711092,1.406288,0.336602,0.094045
S1_Grao_1,57,60,379,702,392,710,39.355339,60.000000,6.181225,13.323975,27.458737,13.000000,4.214286,12.000000,9.000000,8.740387,36.041631,79.000000,34.174643,15.109507,6.008931,13.341664,14.341659,6.181225,13.323975,1.433254,1.008842,0.728522,3.084746,0.486804,2.514508,0.868361,0.759494,0.697713,0.750000,0.250000,0.915800,0.759494,0.397692,0.915800,0.759494,0.429182,0.728522,0.463918,2.155556,0.486804,0.152208
S1_Grao_1,58,152,395,690,413,703,58.083261,152.000000,10.392759,19.134331,43.704557,19.000000,7.700000,16.000000,16.000000,13.911593,53.112698,182.000000,51.266306,20.360897,10.381254,19.313208,20.313095,10.392759,19.134331,1.328998,0.983559,0.764363,2.467532,0.566176,1.961314,0.882635,0.835165,0.752447,1.000000,0.000000,0.914423,0.835165,0.509862,0.914423,0.835165,0.518854,0.764363,0.543147,1.841121,0.566176,0.224541
S1_Grao_1,59,197,409,1546,429,1558,38.284271,197.000000,12.000000,20.000000,49.755151,21.000000,9.428571,19.000000,12.000000,15.837556,36.627417,204.000000,59.747489,20.424016,13.027558,20.348526,21.223746,12.000000,20.000000,0.769453,0.598192,0.820833,2.227273,1.689022,1.567755,1.560628,0.965686,1.299624,0.631579,0.368421,0.956722,0.965686,0.637855,0.956722,0.965686,0.605774,0.820833,0.600000,1.666667,1.689022,0.839848
S1_Grao_1,61,863,453,184,502,216,139.823376,863.000000,24.987802,46.227434,104.138263,43.000000,18.234043,40.000000,39.000000,33.148239,129.681241,992.000000,130.721753,49.747782,23.949799,50.219518,51.219518,24.987802,46.227434,1.342671,0.981696,0.747107,2.358226,0.554704,2.077169,0.934906,0.869960,0.744784,0.975000,0.025000,0.927465,0.869960,0.481424,0.927465,0.869960,0.435688,0.747107,0.540541,1.850000,0.554704,0.180559
S1_Grao_1,62,18277,463,860,629,1039,560.151370,18277.000000,148.610549,190.605202,479.244776,179.000000,97.748691,195.000000,171.000000,152.548350,445.215295,21381.000000,615.728294,181.004371,143.316964,203.128149,199.116033,148.610549,190.605202,1.168821,0.825656,0.645239,1.831227,0.731988,1.262965,1.099218,0.854824,0.855563,0.876923,0.123077,0.794812,0.854824,0.791787,0.794812,0.854824,0.563994,0.645239,0.779677,1.282582,0.731988,0.266379
S1_Grao_1,63,51,478,388,488,395,29.798990,51.000000,5.366563,10.285913,25.315705,11.000000,4.636364,9.000000,8.000000,8.058239,29.798990,57.000000,27.633518,11.514299,5.816421,10.440307,11.440278,5.366563,10.285913,1.177095,0.951894,0.923913,2.372549,0.721734,1.979619,0.927331,0.894737,0.849549,0.888889,0.111111,1.000000,0.894737,0.505148,1.000000,0.894737,0.595736,0.923913,0.521739,1.916667,0.721734,0.397248
S1_Grao_1,64,202,501,53,520,67,65.740115,202.000000,14.000000,19.000000,50.382605,19.000000,10.600000,19.000000,16.000000,16.037281,58.284271,230.000000,56.503649,20.313353,13.080065,20.615528,21.615441,14.000000,19.000000,1.304818,0.996062,0.759398,1.792453,0.587355,1.553001,0.859500,0.878261,0.766391,0.842105,0.157895,0.886586,0.878261,0.643915,0.886586,0.878261,0.605163,0.759398,0.736842,1.357143,0.587355,0.269925
S1_Grao_1,65,52,503,725,511,735,30.870058,52.000000,6.363961,8.485281,25.562693,10.000000,5.600000,9.000000,8.000000,8.136858,30.041631,58.000000,28.133280,10.829719,6.429502,10.198039,11.197983,6.363961,8.485281,1.207622,1.039449,0.962963,1.785714,0.685707,1.684379,0.911345,0.896552,0.828074,0.888889,0.111111,0.973164,0.896552,0.593691,0.973164,0.896552,0.636620,0.962963,0.750000,1.333333,0.685707,0.420366
S1_Grao_1,66,691,517,1390,547,1429,117.438600,691.000000,24.748737,38.890873,93.184559,37.000000,17.475000,34.000000,30.000000,29.661566,112.710678,763.000000,113.384501,40.378146,23.026088,42.154478,43.154237,24.748737,38.890873,1.260280,0.922685,0.717922,2.117310,0.629602,1.753583,0.965479,0.905636,0.793475,0.882353,0.117647,0.959741,0.905636,0.570261,0.959741,0.905636,0.495109,0.717922,0.636364,1.571429,0.629602,0.223792
