image_name,pore_id,area_px,bbox_r0,bbox_c0,bbox_r1,bbox_c1,p,A,w,b,c,a,m,Lb,Wb,dH,pHull,Ahull,ece,L_maj,L_min,d_BC,feret_major,feret_minor,w_f,DL_Circ,DL_Rec,DL_Com,DL_Elo,CI_Circ,CI_AR,CI_Con,CI_Sol,LL_Circ,LL_AR,LL_Elo,LL_Con,LL_Sol,LI_AR,LI_Con,LI_Sol,SC_Circ,SC_Rec,SC_ARF,SC_AR,FF,Reg
S1_Matriz,12,265,28,26,50,49,72.325902,265.000000,14.849242,23.334524,57.706917,23.000000,11.333333,24.000000,15.000000,18.368682,71.740115,289.000000,76.703314,24.789926,15.257412,25.637904,26.079872,14.849242,23.334524,1.253332,0.947077,0.764791,2.029412,0.636602,1.624779,1.060523,0.916955,0.797873,0.625000,0.375000,0.991901,0.916955,0.615468,0.991901,0.916955,0.513323,0.764791,0.636364,1.571429,0.636602,0.249920
S1_Matriz,14,52,48,265,59,270,28.970563,52.000000,5.000000,11.000000,25.562693,12.000000,4.333333,11.000000,5.000000,8.136858,28.970563,54.000000,26.876834,11.052323,6.005914,11.000000,12.000000,5.000000,11.000000,1.133314,0.905330,0.945455,2.769231,0.778573,1.840240,0.927729,0.962963,0.882368,0.454545,0.545455,1.000000,0.962963,0.543407,1.000000,0.962963,0.547177,0.945455,0.454545,2.200000,0.778573,0.402780
S1_Matriz,15,106,49,0,62,11,32.041631,106.000000,11.000000,13.000000,36.497059,14.000000,7.785714,13.000000,12.000000,11.617375,30.384776,121.000000,44.661578,13.036906,11.558691,14.556161,14.601469,11.000000,13.000000,0.877924,0.667534,0.741259,1.798165,1.297438,1.127888,1.393861,0.876033,1.139051,0.923077,0.076923,0.948291,0.876033,0.886613,0.948291,0.876033,0.636975,0.741259,0.846154,1.181818,1.297438,0.612602
S1_Matriz,16,133,63,265,80,285,67.497475,133.000000,10.151295,23.738412,40.881870,25.000000,5.280000,23.000000,15.000000,13.013103,62.183766,191.000000,65.165967,27.040472,8.876154,23.853721,24.853654,10.151295,23.738412,1.651037,0.995840,0.551923,4.734848,0.366848,3.046418,0.965458,0.696335,0.605680,0.652174,0.347826,0.921275,0.696335,0.328254,0.921275,0.696335,0.297611,0.551923,0.427632,2.338462,0.366848,0.060258
S1_Matriz,17,449,65,1524,94,1551,92.468037,449.000000,22.895954,24.909950,75.115247,25.000000,18.000000,28.000000,27.000000,23.909926,90.225397,511.000000,89.887695,26.499056,23.376589,29.658241,30.614015,22.895954,24.909950,1.231016,0.967119,0.787254,1.388889,0.659892,1.133572,0.972095,0.878669,0.812337,0.964286,0.035714,0.975747,0.878669,0.882167,0.975747,0.878669,0.649929,0.787254,0.919149,1.087963,0.659892,0.337640
S1_Matriz,19,1953,83,1364,165,1441,322.960461,1953.000000,54.495601,90.377426,156.659254,62.000000,21.608696,90.000000,55.000000,49.866189,256.977705,3774.000000,270.990257,99.028439,45.545130,92.566906,91.972478,54.495601,90.377426,2.061547,1.114633,0.396534,2.869215,0.235295,2.174293,0.839082,0.517488,0.485073,0.611111,0.388889,0.795694,0.517488,0.459920,0.795694,0.517488,0.290202,0.396534,0.602978,1.658435,0.235295,0.027077
S1_Matriz,20,138,84,1351,105,1364,60.083261,138.000000,8.820183,20.298502,41.643236,19.000000,6.523810,18.000000,16.000000,13.255454,56.769553,176.000000,54.664232,22.748937,8.873106,21.213203,22.213162,8.820183,20.298502,1.442810,1.031696,0.770793,2.912409,0.480377,2.563808,0.909808,0.784091,0.693092,0.888889,0.111111,0.944848,0.784091,0.390045,0.944848,0.784091,0.390460,0.770793,0.434524,2.301370,0.480377,0.144576
S1_Matriz,23,138,119,1002,130,1021,60.083261,138.000000,10.398939,19.869401,41.643236,20.000000,7.200000,18.000000,14.000000,13.255454,53.455844,174.000000,55.938909,20.782720,10.233711,19.924859,20.924706,10.398939,19.869401,1.442810,0.992510,0.667891,2.777778,0.480377,2.030810,0.931023,0.793103,0.693092,0.777778,0.222222,0.889696,0.793103,0.492414,0.889696,0.793103,0.442587,0.667891,0.523364,1.910714,0.480377,0.141999
S1_Matriz,24,176,124,536,141,552,57.840620,176.000000,12.727922,17.677670,47.028515,19.000000,9.368421,17.000000,13.000000,14.969641,55.355339,203.000000,55.809257,18.622634,12.990805,18.571429,19.384736,12.727922,17.677670,1.229905,0.951151,0.782222,2.028090,0.661084,1.433524,0.964880,0.866995,0.813071,0.764706,0.235294,0.957032,0.866995,0.697582,0.957032,0.866995,0.649729,0.782222,0.720000,1.388889,0.661084,0.335984
S1_Matriz,25,2264,130,760,221,841,320.717821,2264.000000,43.589784,99.633791,168.672058,92.000000,22.554455,103.000000,58.000000,53.689984,271.261977,3895.000000,285.795084,119.567757,40.858449,104.809351,105.809121,43.589784,99.633791,1.901428,1.119640,0.521297,4.079017,0.276592,2.926390,0.891111,0.581258,0.525920,0.563107,0.436893,0.845796,0.581258,0.341718,0.845796,0.581258,0.262414,0.521297,0.437500,2.285714,0.276592,0.037837
S1_Matriz,26,166,134,1050,148,1078,51.840620,98.000000,11.171919,28.200960,35.092796,15.000000,6.000000,28.000000,11.000000,11.170384,75.112698,136.000000,76.802361,18.070532,9.231431,28.313475,29.284227,11.171919,28.200960,1.477244,0.658329,0.311053,2.500000,0.458243,1.957501,1.481509,0.720588,0.676936,0.392857,0.607143,1.448916,0.720588,0.510856,1.448916,0.720588,0.155650,0.311053,0.396154,2.524272,0.458243,0.022186
S1_Matriz,28,7741,140,1149,297,1322,713.678282,7741.000000,114.620116,199.041327,311.891447,124.000000,39.582915,201.000000,117.000000,99.278131,536.298557,15586.000000,581.423509,193.646199,89.898561,201.400099,202.400016,114.620116,199.041327,2.288227,1.137657,0.339307,3.132665,0.190986,2.154052,0.814686,0.496664,0.437020,0.582090,0.417910,0.751457,0.496664,0.464241,0.751457,0.496664,0.242990,0.339307,0.575861,1.736530,0.190986,0.015746
S1_Matriz,30,7839,154,0,262,110,341.019336,7839.000000,96.931000,119.088618,313.859490,112.000000,65.658333,147.000000,111.000000,99.904578,303.338095,9533.000000,417.381946,116.168384,93.904960,148.553021,149.551819,96.931000,119.088618,1.086535,0.789325,0.679091,1.705800,0.847057,1.237085,1.223925,0.822301,0.920357,0.755102,0.244898,0.889504,0.822301,0.808352,0.889504,0.822301,0.452280,0.679091,0.813940,1.228592,0.847057,0.260165
S1_Matriz,32,141,159,1084,174,1102,59.254834,141.000000,11.161047,19.302046,42.093447,19.000000,7.150000,18.000000,15.000000,13.398760,55.941125,189.000000,56.538353,19.470069,11.636219,19.328652,20.313200,11.161047,19.302046,1.407697,0.972568,0.654502,2.657343,0.504640,1.673230,0.954156,0.746032,0.710380,0.833333,0.166667,0.944077,0.746032,0.597646,0.944077,0.746032,0.480536,0.654502,0.578231,1.729412,0.504640,0.158715
S1_Matriz,33,1964,163,921,261,962,291.806133,1964.000000,41.000000,98.000000,157.099815,81.000000,20.292929,98.000000,41.000000,50.006424,253.882251,3273.000000,280.337689,110.123321,34.790262,99.208111,99.843208,41.000000,98.000000,1.857457,1.049662,0.488800,3.991538,0.289843,3.165349,0.960698,0.600061,0.538371,0.418367,0.581633,0.870037,0.600061,0.315921,0.870037,0.600061,0.254072,0.488800,0.418367,2.390244,0.289843,0.035996
S1_Matriz,34,2684,164,150,268,242,458.198052,2684.000000,61.969020,123.719879,183.652222,76.000000,25.272000,123.000000,92.000000,58.458318,340.350288,6260.000000,345.392541,133.400431,59.408100,131.045794,132.045761,61.969020,123.719879,2.494922,1.233779,0.350081,3.007281,0.160652,2.245492,0.753806,0.428754,0.400814,0.747967,0.252033,0.742802,0.428754,0.445337,0.742802,0.428754,0.198997,0.350081,0.500882,1.996480,0.160652,0.011192
S1_Matriz,35,355,178,1536,204,1557,84.325902,355.000000,19.324699,26.732500,66.791179,27.000000,12.678571,25.000000,22.000000,21.260293,81.012193,406.000000,81.265137,26.994598,18.257991,26.935656,27.925755,19.324699,26.732500,1.262531,0.915448,0.687189,2.129577,0.627359,1.478509,0.963703,0.874384,0.792060,0.880000,0.120000,0.960704,0.874384,0.676357,0.960704,0.874384,0.622993,0.687189,0.722892,1.383333,0.627359,0.268581
S1_Matriz,36,6501,185,255,313,359,532.482323,6501.000000,88.120626,143.453681,285.821580,131.000000,50.118056,143.000000,108.000000,90.979834,400.048773,9495.000000,407.424603,138.524300,74.525338,154.625354,155.625340,88.120626,143.453681,1.862989,1.149701,0.514270,2.613828,0.288124,1.858754,0.765142,0.684676,0.536772,0.755245,0.244755,0.751290,0.684676,0.537995,0.751290,0.684676,0.346201,0.514270,0.614279,1.627924,0.288124,0.051298
S1_Matriz,37,530,213,1369,253,1393,125.781746,530.000000,18.713741,40.571879,81.609904,40.000000,13.666667,36.000000,33.000000,25.977239,110.325902,656.000000,112.613450,40.361916,19.157355,40.865431,41.607834,18.713741,40.571879,1.541256,1.060812,0.698056,2.926829,0.420969,2.106863,0.895308,0.807927,0.648822,0.916667,0.083333,0.877122,0.807927,0.474639,0.877122,0.807927,0.404086,0.698056,0.461249,2.168026,0.420969,0.118745
S1_Matriz,38,68,224,1048,237,1056,37.941125,68.000000,8.485281,9.899495,29.232058,11.000000,6.181818,12.000000,8.000000,9.304853,35.455844,81.000000,33.630272,13.389813,7.121785,13.038405,14.038384,8.485281,9.899495,1.297929,1.031863,0.809524,1.779412,0.593606,1.880120,0.886380,0.839506,0.770458,0.666667,0.333333,0.934496,0.839506,0.531881,0.934496,0.839506,0.509296,0.809524,0.857143,1.166667,0.593606,0.244736
S1_Matriz,40,993,240,981,276,1053,219.906638,993.000000,29.908321,71.958231,111.706786,70.000000,14.138889,71.000000,47.000000,35.557374,190.710678,1849.000000,205.793937,82.953460,23.998599,73.506748,73.532235,29.908321,71.958231,1.968606,1.079386,0.461399,4.950884,0.258037,3.456596,0.935824,0.537047,0.507974,0.661972,0.338028,0.867235,0.537047,0.289302,0.867235,0.537047,0.233994,0.461399,0.415634,2.405960,0.258037,0.027859
S1_Matriz,41,5026,253,764,362,890,458.683333,5026.000000,83.032900,143.488088,251.313706,114.000000,35.868966,146.000000,84.000000,79.995637,394.333044,8043.000000,392.142207,146.500923,61.972331,153.687996,154.687740,83.032900,143.488088,1.825143,1.012452,0.421848,3.178235,0.300197,2.363973,0.854930,0.624891,0.547902,0.575342,0.424658,0.859707,0.624891,0.423017,0.859707,0.624891,0.270927,0.421848,0.578675,1.728087,0.300197,0.034310
S1_Matriz,42,334,264,441,288,463,82.325902,334.000000,16.970563,28.991378,64.785552,29.000000,11.241379,29.000000,17.000000,20.621882,79.012193,376.000000,81.260112,28.757444,15.890838,29.206164,30.206154,16.970563,28.991378,1.270745,0.895588,0.678862,2.579755,0.619275,1.809687,0.987054,0.888298,0.786940,0.586207,0.413793,0.959749,0.888298,0.552582,0.959749,0.888298,0.498549,0.678862,0.585366,1.708333,0.619275,0.209591
S1_Matriz,44,479,268,379,293,413,105.982756,479.000000,25.691214,32.163046,77.584093,30.000000,15.727273,33.000000,25.000000,24.695784,102.669048,599.000000,109.444082,33.802216,22.414174,35.958594,35.928485,25.691214,32.163046,1.366037,0.915946,0.579687,1.907514,0.535889,1.508073,1.032659,0.799666,0.732044,0.757576,0.242424,0.968734,0.799666,0.663098,0.968734,0.799666,0.471672,0.579687,0.798780,1.251908,0.535889,0.146524
S1_Matriz,46,516,280,1381,306,1414,98.468037,516.000000,22.722383,31.200885,80.524824,32.000000,16.312500,31.000000,29.000000,25.631847,96.811183,557.000000,100.958226,32.437377,22.482467,33.820378,34.015145,22.722383,31.200885,1.222828,0.913038,0.727828,1.961686,0.668758,1.442785,1.025289,0.926391,0.817776,0.935484,0.064516,0.983174,0.926391,0.693104,0.983174,0.926391,0.574385,0.727828,0.728261,1.373134,0.668758,0.279577
S1_Matriz,47,258,282,971,314,1005,100.852814,258.000000,7.778175,42.426407,56.939649,43.000000,6.000000,42.000000,8.000000,18.124453,99.095454,306.000000,106.262944,47.738227,7.671270,42.801869,43.801811,7.778175,42.426407,1.771223,1.004418,0.781818,7.166667,0.318752,6.222989,1.053644,0.843137,0.564582,0.190476,0.809524,0.982575,0.843137,0.160694,0.982575,0.843137,0.179310,0.781818,0.183333,5.454545,0.318752,0.044685
S1_Matriz,48,119,283,676,298,696,63.982756,119.000000,8.531953,20.608873,38.670378,20.000000,5.363636,19.000000,13.000000,12.309163,55.840620,167.000000,54.513462,24.274069,8.354023,21.189620,22.189610,8.531953,20.608873,1.654568,1.097820,0.676775,3.728814,0.365284,2.905674,0.852002,0.712575,0.604387,0.684211,0.315789,0.872745,0.712575,0.344154,0.872745,0.712575,0.337451,0.676775,0.413994,2.415493,0.365284,0.083423
S1_Matriz,49,12757,283,1036,467,1249,1072.739249,12757.000000,177.335901,203.344482,400.386301,116.000000,105.740196,212.000000,183.000000,127.446918,655.068109,26518.000000,694.535307,214.338753,182.656275,228.332887,215.013746,177.335901,203.344482,2.679261,1.408976,0.353769,1.097028,0.139306,1.173454,0.647441,0.481069,0.373237,0.863208,0.136792,0.610650,0.481069,0.852185,0.610650,0.481069,0.311546,0.353769,0.872096,1.146663,0.139306,0.015354
S1_Matriz,50,74,294,566,305,580,50.426407,74.000000,8.325839,15.230192,30.494449,11.000000,4.562500,13.000000,11.000000,9.706685,42.870058,112.000000,42.880683,16.947576,8.542395,15.231546,16.231417,8.325839,15.230192,1.653626,1.070350,0.583577,2.410959,0.365700,1.983937,0.850362,0.660714,0.604732,0.846154,0.153846,0.850151,0.660714,0.504048,0.850151,0.660714,0.406120,0.583577,0.546667,1.829268,0.365700,0.086672
S1_Matriz,51,99,296,915,306,928,39.698485,99.000000,9.899495,10.606602,35.271386,11.000000,8.727273,12.000000,11.000000,11.227231,38.870058,105.000000,37.435278,12.351105,10.405567,13.038405,14.038384,9.899495,10.606602,1.125515,0.967968,0.942857,1.260417,0.789400,1.186971,0.942990,0.942857,0.888482,0.916667,0.083333,0.979132,0.942857,0.842481,0.979132,0.942857,0.741475,0.942857,0.933333,1.071429,0.789400,0.551873
S1_Matriz,52,1046,314,480,353,526,154.066017,1046.000000,38.432672,43.143774,114.649133,42.000000,25.090909,45.000000,39.000000,36.493952,142.953319,1236.000000,149.766176,44.189271,35.598938,48.825083,47.043435,38.432672,43.143774,1.343804,0.944305,0.630831,1.673913,0.553768,1.241309,0.972091,0.846278,0.744156,0.866667,0.133333,0.927871,0.846278,0.805601,0.927871,0.846278,0.558671,0.630831,0.890805,1.122581,0.553768,0.195163
S1_Matriz,53,1960,324,339,409,415,307.847763,1960.000000,45.422693,93.886847,156.939754,90.000000,21.136842,95.000000,69.000000,49.955475,263.320851,3798.000000,266.460991,113.666970,38.495868,97.101396,98.082398,45.422693,93.886847,1.961566,1.104906,0.459598,4.257968,0.259893,2.952706,0.865561,0.516061,0.509797,0.726316,0.273684,0.855361,0.516061,0.338672,0.855361,0.516061,0.264676,0.459598,0.483803,2.066959,0.259893,0.031615
S1_Matriz,54,53,325,1520,331,1531,30.627417,53.000000,7.778175,7.778175,25.807318,8.000000,6.111111,10.000000,7.000000,8.214724,29.798990,58.000000,27.797305,11.064872,6.315155,11.000000,12.000000,7.778175,7.778175,1.186773,0.984402,0.876033,1.309091,0.710011,1.752114,0.907595,0.913793,0.842621,0.700000,0.300000,0.972951,0.913793,0.570739,0.972951,0.913793,0.557700,0.876033,1.000000,1.000000,0.710011,0.346885
S1_Matriz,56,328,328,1468,355,1497,104.267027,328.000000,26.410782,27.611272,64.201009,26.000000,11.821429,29.000000,27.000000,20.435816,94.325902,483.000000,102.341469,26.941898,24.265146,32.833866,30.763596,26.410782,27.611272,1.624071,0.965041,0.449786,2.199396,0.379131,1.110313,0.981532,0.679089,0.615736,0.931034,0.068966,0.904657,0.679089,0.900647,0.904657,0.679089,0.387382,0.449786,0.956522,1.045455,0.379131,0.066060
S1_Matriz,57,2425,330,645,421,724,282.090404,2425.000000,55.563521,77.670349,174.566459,70.000000,31.493671,80.000000,73.000000,55.566230,256.717821,3769.000000,269.928184,92.166438,46.022523,91.285560,92.268443,55.563521,77.670349,1.615948,1.058629,0.561910,2.222669,0.382953,2.002638,0.956885,0.643407,0.618832,0.912500,0.087500,0.910055,0.643407,0.499341,0.910055,0.643407,0.370525,0.561910,0.715376,1.397866,0.382953,0.079731
S1_Matriz,58,178,332,317,347,336,56.183766,178.000000,14.142136,16.263456,47.294968,16.000000,10.352941,18.000000,15.000000,15.054456,56.183766,193.000000,58.483779,18.058765,13.692529,19.592320,20.416451,14.142136,16.263456,1.187944,0.923905,0.773913,1.545455,0.708611,1.318877,1.040937,0.922280,0.841791,0.833333,0.166667,1.000000,0.922280,0.758221,1.000000,0.922280,0.590416,0.773913,0.869565,1.150000,0.708611,0.323786
S1_Matriz,59,3792,335,26,406,151,455.813275,3792.000000,52.531137,123.585527,218.292642,101.000000,32.661290,115.000000,89.000000,69.484706,323.362482,5485.000000,336.668312,131.319281,48.420864,125.272691,126.255708,52.531137,123.585527,2.088084,1.294066,0.584096,3.092346,0.229353,2.712039,0.738610,0.691340,0.478908,0.773913,0.226087,0.709419,0.691340,0.368726,0.709419,0.691340,0.307656,0.584096,0.425059,2.352615,0.229353,0.041215
S1_Matriz,61,451,352,220,378,255,104.610173,451.000000,17.807964,35.509929,75.282356,33.000000,12.666667,32.000000,26.000000,23.963118,97.296465,520.000000,103.641132,35.615483,17.705591,36.696897,37.687854,17.807964,35.509929,1.389571,0.981004,0.713202,2.605263,0.517891,2.011539,0.990737,0.867308,0.719647,0.812500,0.187500,0.930086,0.867308,0.497132,0.930086,0.867308,0.426411,0.713202,0.501493,1.994048,0.517891,0.157499
S1_Matriz,62,203,354,879,370,897,59.254834,203.000000,15.556349,15.556349,50.507160,16.000000,12.687500,18.000000,16.000000,16.076928,56.769553,223.000000,56.653454,18.413323,14.710443,18.439089,19.439087,15.556349,15.556349,1.173197,0.952261,0.838843,1.261084,0.726538,1.251718,0.956098,0.910314,0.852372,0.888889,0.111111,0.958058,0.910314,0.798902,0.958058,0.910314,0.760199,0.838843,1.000000,1.000000,0.726538,0.463304
S1_Matriz,63,226,368,0,387,19,48.941125,226.000000,19.000000,19.000000,53.291648,20.000000,11.600000,24.000000,18.000000,16.963258,47.284271,248.000000,74.194734,21.912934,15.410920,24.738074,25.196659,19.000000,19.000000,0.918364,0.643962,0.626039,1.724138,1.185688,1.421910,1.516000,0.911290,1.088893,0.750000,0.250000,0.966146,0.911290,0.703280,0.966146,0.911290,0.470205,0.626039,1.000000,1.000000,1.185688,0.349027
S1_Matriz,64,599,378,1510,416,1558,136.923882,599.000000,25.030644,51.837028,86.759760,53.000000,11.320755,49.000000,37.000000,27.616489,127.267027,940.000000,151.426256,60.646754,18.559399,53.009580,53.839329,25.030644,51.837028,1.578196,0.890647,0.461652,4.681667,0.401493,3.267711,1.105916,0.637234,0.633635,0.755102,0.244898,0.929473,0.637234,0.306025,0.929473,0.637234,0.271411,0.461652,0.482872,2.070943,0.401493,0.050306
S1_Matriz,65,2734,393,154,519,221,374.918831,2734.000000,59.148333,130.954809,185.354949,112.000000,22.427481,101.000000,89.000000,59.000313,316.776695,4753.000000,326.897355,125.762347,45.993538,132.196823,133.196429,59.148333,130.954809,2.022707,0.986093,0.352967,4.993873,0.244418,2.734348,0.871915,0.575216,0.494387,0.881188,0.118812,0.844921,0.575216,0.365718,0.844921,0.575216,0.199190,0.352967,0.451670,2.214007,0.244418,0.017184
S1_Matriz,67,212,402,85,420,101,58.426407,212.000000,13.435029,17.677670,51.614635,19.000000,11.052632,17.000000,15.000000,16.429449,56.769553,225.000000,54.832780,19.298947,14.152261,18.892869,19.788178,13.435029,17.677670,1.131974,0.938948,0.892632,1.719048,0.780418,1.363665,0.938493,0.942222,0.883413,0.882353,0.117647,0.971642,0.942222,0.733318,0.971642,0.942222,0.756224,0.892632,0.760000,1.315789,0.780418,0.526805
S1_Matriz,68,10756,409,799,601,907,636.908730,10756.000000,106.656779,193.908202,367.646409,180.000000,56.194872,189.000000,111.000000,117.025487,519.060967,15372.000000,542.857283,187.353580,90.738986,200.202398,201.201772,106.656779,193.908202,1.732395,1.059519,0.520075,3.203139,0.333201,2.064753,0.852331,0.699714,0.577236,0.587302,0.412698,0.814969,0.699714,0.484319,0.814969,0.699714,0.341682,0.520075,0.550037,1.818058,0.333201,0.059210
S1_Matriz,70,2320,421,966,536,1035,334.575685,2320.000000,46.168490,119.283855,170.745365,99.000000,19.633333,104.000000,83.000000,54.349938,299.948268,4036.000000,315.289208,126.748827,39.053309,120.130673,120.640095,46.168490,119.283855,1.959501,1.011094,0.421270,5.042445,0.260441,3.245534,0.942355,0.574827,0.510334,0.798077,0.201923,0.896503,0.574827,0.308116,0.896503,0.574827,0.204687,0.421270,0.387047,2.583664,0.260441,0.022457
S1_Matriz,71,66,428,1534,440,1542,35.112698,66.000000,7.778175,9.192388,28.798966,10.000000,6.400000,11.000000,8.000000,9.166996,33.455844,73.000000,30.754041,12.017186,7.254681,12.041595,13.041492,7.778175,9.192388,1.219235,1.034518,0.923077,1.562500,0.672706,1.656473,0.875867,0.904110,0.820187,0.727273,0.272727,0.952813,0.904110,0.603692,0.952813,0.904110,0.579544,0.923077,0.846154,1.181818,0.672706,0.359873
S1_Matriz,72,3036,434,1207,585,1294,500.097546,3036.000000,85.668655,151.619703,195.324093,81.000000,21.572368,151.000000,87.000000,62.173590,405.605122,8303.000000,448.807918,159.833607,74.442527,152.224239,152.647390,85.668655,151.619703,2.560347,1.053776,0.233735,3.754803,0.152546,2.147074,0.897441,0.365651,0.390572,0.576159,0.423841,0.811052,0.365651,0.465750,0.811052,0.365651,0.166819,0.233735,0.565023,1.769839,0.152546,0.005948
S1_Matriz,73,6865,438,0,629,139,327.353860,6865.000000,87.374570,226.540968,293.714375,122.000000,30.267544,222.000000,100.000000,93.492189,279.371104,14268.000000,542.154021,249.115146,75.077053,229.200785,230.198820,87.374570,226.540968,1.114531,0.521404,0.346824,4.030720,0.805036,3.318126,1.656171,0.481147,0.897238,0.450450,0.549550,0.853422,0.481147,0.301375,0.853422,0.481147,0.166387,0.346824,0.385690,2.592756,0.805036,0.046456
S1_Matriz,74,373,452,1434,481,1463,102.852814,373.000000,22.188008,31.617911,68.463539,32.000000,11.968750,30.000000,23.000000,21.792621,95.396970,493.000000,100.264537,31.263573,20.957462,33.050225,32.764760,22.188008,31.617911,1.502301,0.955776,0.531689,2.673629,0.443084,1.491763,0.974835,0.756592,0.665646,0.766667,0.233333,0.927510,0.756592,0.670348,0.927510,0.756592,0.434781,0.531689,0.701754,1.425000,0.443084,0.102427
